fly_name,type,species,materials,tutorials
Buford (Pike) #4/0,Streamer,pike;muskie,hook: saltwater #4/0; thread: GSP 200 white; tail: magnum rabbit strip white; body: polar chenille white; head: spun deer hair white/red,
Ballok's Big Boy #4/0,Streamer,pike;muskie,hook: saltwater #4/0; thread: 140d black; body: black bucktail; flash: holographic silver; head: deer hair spun black; eyes: 3D eyes large,
Devil's Tickler #5/0,Streamer,pike;muskie,hook: saltwater #5/0; thread: 140d chartreuse; tail: chartreuse bucktail; flash: crystal flash pearl; body: chartreuse chenille; hackle: chartreuse saddle hackle,
Pike Bunny #2/0,Streamer,pike,hook: saltwater #2/0; thread: 140d olive; tail: olive rabbit strip; flash: crystal flash pearl; body: olive rabbit strip wrapped; eyes: dumbbell gold,
Muskie Killer #5/0,Streamer,muskie,hook: articulated shank; hook: saltwater #5/0; thread: 140d white; tail: white bucktail; flash: silver flashabou; body: pearl estaz; wing: white bucktail; eyes: 3D eyes large,
Gotcha #6,Streamer,bonefish;permit,hook: saltwater #6; thread: 140d tan; eyes: bead chain nickel; tail: tan craft fur; flash: pearl krystal flash; body: pearl tinsel; wing: tan craft fur,
Kung Fu Crab #4,Streamer,permit;bonefish,hook: saltwater #4; thread: 140d tan; eyes: dumbbell nickel; body: tan dubbing; claws: tan craft fur; legs: tan rubber legs; weed guard: monofilament,
Squimp #6,Streamer,permit;bonefish,hook: saltwater #6; thread: 140d tan; eyes: bead chain small; body: tan dubbing; legs: sili legs tan; flash: pearl krystal flash; weed guard: monofilament,
Bonefish Bitters #8,Streamer,bonefish,hook: saltwater #8; thread: 140d tan; eyes: bead chain small; body: tan dubbing; legs: sili legs tan; flash: copper krystal flash,
Cathy's Fleeing Crab #4,Streamer,permit,hook: saltwater #4; thread: 140d tan; eyes: dumbbell nickel; body: tan dubbing; claws: tan EP fibers; legs: sili legs tan; weed guard: monofilament,
Tarpon Toad #1/0,Streamer,tarpon,hook: saltwater #1/0; thread: 140d chartreuse; tail: chartreuse rabbit strip; body: chartreuse rabbit strip; collar: chartreuse schlappen,
Megalopsicle #2/0,Streamer,tarpon,hook: saltwater #2/0; thread: 140d orange; tail: orange marabou; flash: orange krystal flash; body: orange chenille; wing: orange bucktail; eyes: 3D eyes large,
Cockroach #1/0,Streamer,tarpon,hook: saltwater #1/0; thread: 140d black; tail: black marabou; body: black chenille; wing: black schlappen; head: black spun deer hair,
Black Death #2/0,Streamer,tarpon,hook: saltwater #2/0; thread: 140d black; tail: black marabou; flash: purple krystal flash; body: black chenille; hackle: black saddle,
Tarpon Bunny #1/0,Streamer,tarpon,hook: saltwater #1/0; thread: 140d white; tail: white rabbit strip; flash: pearl krystal flash; body: white rabbit strip; eyes: 3D eyes large,
Redfish Turd #2,Streamer,redfish,hook: jig #2; thread: 8/0 wine; eyes: bead chain medium; tail: brown marabou; flash: gold firefly; body: brown craft fur,https://www.stripstrikecharters.com/The-Redfish-Turd.html
Borski Slider #4,Streamer,redfish,hook: saltwater #4; thread: 140d tan; eyes: dumbbell nickel; tail: tan craft fur; flash: pearl krystal flash; body: brown hackle; head: spun deer hair tan,
Snook Minnow #2,Streamer,snook,hook: saltwater #2; thread: 140d white; tail: white bucktail; flash: pearl krystal flash; body: white estaz; gills: red flashabou; eyes: 3D eyes medium,
Redfish Crack #4,Streamer,redfish,hook: saltwater #4; thread: 140d chartreuse; eyes: dumbbell nickel; tail: chartreuse craft fur; flash: gold krystal flash; body: chartreuse estaz,
Mangrove Snook Special #1/0,Streamer,snook,hook: saltwater #1/0; thread: 140d white; tail: white bucktail; flash: silver flashabou; body: white chenille; collar: white saddle hackle; eyes: 3D eyes large,
GT Brushy #6/0,Streamer,giant trevally,hook: saltwater #6/0; thread: GSP 200 blue; tail: white bucktail with blue over; flash: blue flashabou; body: blue brush; eyes: 3D eyes XL,
Bahamas Bonefish Candy #6,Streamer,bonefish,hook: saltwater #6; thread: 140d pink; eyes: bead chain small; tail: pink marabou; flash: pearl krystal flash; body: pink estaz; wing: white craft fur,
Belize Permit Crab #2,Streamer,permit,hook: saltwater #2; eyes: dumbbell lead; thread: 140d tan; body: tan dubbing; claws: tan EP fibers; legs: sili legs tan; weed guard: monofilament,
Seychelles GT Popper #6/0,Topwater,giant trevally,hook: saltwater #6/0; thread: GSP 200 white; body: foam popper body white; tail: white bucktail; flash: pearl crystal flash; eyes: 3D eyes XL,
New Zealand Brown Trout Bugger #4,Streamer,trout,hook: streamer #4 3xl; bead: tungsten conehead gold; thread: 140d olive; tail: olive marabou; flash: pearl crystal flash; body: olive chenille; hackle: grizzly,
Green Weenie (chartreuse) #14,Nymph,trout,hook: nymph #14 3xl; bead: tungsten 2.5mm gold; thread: 8/0 chartreuse; body: ultra chenille chartreuse; weight (optional): lead-free wire wraps; tail (optional): chenille loop,https://fatfingeredflytyer.com/green-weenie-fly-step-by-step/
Tellico Nymph #14,Nymph,trout,hook: nymph #14 2xl; thread: 6/0 black; tail: peacock sword; rib: copper wire; body: yellow floss; shellback: mottled turkey tail; thorax: peacock herl; legs: brown hen,https://charliesflybox.com/flies/tellico-nymph/
Murray's Hellgrammite (black) #6,Nymph/Streamer,smallmouth;trout,hook: nymph #6 3xl; thread: 3/0 black; weight: small lead-free dumbbell eyes or lead-free wire; pincers: medium black rubber legs; extended body: ostrich herl black; body: chenille black; hackle: soft rooster saddle black,https://murraysflyshop.com/blogs/fly-fishing-virginia/hellgrammite-streamer
Christmas Island Special (tan/pearl) #6,Streamer,saltwater;bonefish,hook: saltwater #6 (TMC 811S); thread: 140d tan or pink; eyes: bead-chain medium; tail: pearl Krystal Flash; body: pearl Krystal Flash; wing/collar: tan craft fur (or pseudo hair),https://www.intheriffle.com/fly-tying-christmas-island-special/
Redfish Crack (tan) #4,Streamer,saltwater;redfish,hook: saltwater #4 (Mustad 34007 or equiv.); thread: 6/0 dark brown; eyes: bead-chain (or small lead); tail: tan extra-select craft fur; body overwrap: orange cactus chenille; head/collar: reddish-olive EP streamer brush with embedded rubber legs; finish: barred with brown marker,https://www.texassaltwaterfishingmagazine.com/fishing/techniques/flats/saltwater-fly-tying-redfish-crack
Black Death (tarpon) #2/0,Streamer,saltwater;tarpon,hook: tarpon #2/0; thread: 210d black; tail: black nyat (or bucktail) with red Flashabou; collar: red rabbit zonker; head: tapered black thread coated with UV resin; eyes: stick-on silver/white,https://globalflyfisher.com/video/black-death
NYAP Popper (white) #6/0,Topwater,saltwater;GT,hook: Gamakatsu SL12S #6/0; thread: 210d white; tail: white bucktail with holofusion/flash; head: dense foam block/cylinder (NYAP style) shaped and slit; eyes: stick-on 3D; coating: UV resin/epoxy on head and wraps,https://alphonsefishingco.com/saltwater-fly-tying/not-your-average-popper/
Andino Deceiver (white) #3/0,Streamer,golden dorado,hook: big-game #3/0; thread: 140d white; eyes: large dumbbell; tail: 4–6 white streamer hackles; flash: pearl Krystal Flash; collar/head: stacked bucktail (top/bottom) to form bulky profile; optional: lateral flash,https://fatfingeredflytyer.com/andino-deceiver-fly-step-by-step/
Redfish Crack (Chartreuse) #2,Streamer,redfish,hook: saltwater #2; thread: 140d chartreuse; eyes: lead dumbbell; tail: chartreuse craft fur; flash: pearl krystal flash; body: chartreuse EP fibers; palmered hackle: chartreuse,
Redfish Crack (Tan) #2,Streamer,redfish,hook: saltwater #2; thread: 140d tan; eyes: lead dumbbell; tail: tan craft fur; flash: gold krystal flash; body: tan EP fibers; palmered hackle: tan,
Cape San Blas Shrimp #4,Streamer,redfish;trout,hook: saltwater #4; thread: 140d tan; eyes: bead chain medium; tail: tan rubber legs; body: tan EP fibers; shell: thin skin clear; legs: tan rubber legs,
Surf Starburst #1,Streamer,redfish;trout;flounder,hook: saltwater #1; thread: 140d chartreuse; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: chartreuse EP fibers; collar: white saddle hackle,
Panhandle Crab #2,Streamer,redfish;permit,hook: saltwater #2; thread: 140d tan; eyes: lead dumbbell; body: tan dubbing; shell: tan EP fibers; legs: rootbeer rubber legs; weed guard: monofilament,
Gulf Coast Clouser (Pink/White) #1,Streamer,redfish;speckled trout,hook: saltwater #1; thread: 140d white; eyes: lead dumbbell; belly: white bucktail; back: pink bucktail; flash: pearl flashabou,
Cape San Blas Mullet #1,Streamer,redfish;snook;tarpon,hook: saltwater #1; thread: 140d white; tail: white bucktail; flash: pearl flashabou; body: silver tinsel; wing: white bucktail; back: black bucktail; eyes: 3D eyes medium,
St. Joe Bay Slider #2,Streamer,redfish,hook: saltwater #2; thread: 140d tan; eyes: bead chain medium; tail: tan craft fur; flash: gold krystal flash; body: tan chenille; collar: grizzly hackle,
Florida Panhandle Gurgler #2,Topwater,redfish;speckled trout,hook: saltwater #2; thread: 140d white; tail: white bucktail; flash: pearl krystal flash; body: white estaz; lip: white foam; back: white foam; eyes: 3D eyes medium,
St. Vincent Sound Mud Minnow #4,Streamer,redfish;flounder,hook: saltwater #4; thread: 140d rootbeer; eyes: bead chain medium; tail: rootbeer craft fur; flash: copper krystal flash; body: rootbeer chenille; collar: brown hackle,
Game Changer Baitfish (Olive/White) #2,Streamer,bass;pike;trout,hook: articulated shanks (3); hook: streamer #2; thread: 140d white; tail: white craft fur; flash: pearl flashabou; body: white/olive EP fibers (stacked); lateral line: pearl flashabou; eyes: 3D eyes medium,
Game Changer Sunfish #1/0,Streamer,bass,shank: articulated (3); hook: streamer #1/0; thread: 140d chartreuse; tail: chartreuse EP fibers; body: chartreuse/blue/orange EP fibers (stacked); eyes: 3d eyes large,
Game Changer Sculpin #2,Streamer,trout,hook: articulated shanks (3); hook: streamer #2; thread: 140d olive; tail: olive marabou; body: olive/brown EP fibers (stacked); lateral line: copper flashabou; head: sculpin helmet olive; eyes: 3D eyes medium,
Mini Game Changer (Rainbow Trout) #4,Streamer,trout;bass,hook: articulated shanks (2); hook: streamer #4; thread: 140d white; tail: white marabou; body: white/olive/pink EP fibers (stacked); lateral line: pearl flashabou; dots: black sharpie; eyes: 3D eyes small,
Hollow Fly Game Changer #2,Streamer,pike;muskie;bass,hook: articulated shanks (3); hook: streamer #2; thread: 140d white; tail: white bucktail; flash: pearl flashabou; body: white bucktail (hollow tied); lateral line: pearl flashabou; eyes: 3D eyes medium,
Game Changer Crayfish #2,Streamer,bass;trout,hook: articulated shanks (3); hook: streamer #2; thread: 140d rust; tail: rust marabou; body: rust EP fibers (stacked); claws: rust EP fibers; legs: rust rubber legs; eyes: monofilament (burnt),
Pike Game Changer #3/0,Streamer,pike;muskie,shank: articulated (4); hook: streamer #3/0; thread: 140d chartreuse; tail: chartreuse bucktail; body: chartreuse/white EP fibers (stacked); eyes: 3d eyes xl,
Deceiver Game Changer #1/0,Streamer,striped bass;bluefish,shank: articulated (3); hook: streamer #1/0; thread: 140d white; tail: white saddle hackles; body: white EP fibers (stacked); wing: white saddle hackles; eyes: 3d eyes large,
Saltwater Game Changer #1/0,Streamer,redfish;snook;tarpon,shank: articulated (3); hook: saltwater #1/0; thread: 140d white; tail: white EP fibers; body: white/olive EP fibers (stacked); eyes: 3d eyes large,
Tarpon Game Changer #3/0,Streamer,tarpon,shank: articulated (3); hook: saltwater #3/0; thread: 140d black; tail: black EP fibers; body: black/purple EP fibers (stacked); eyes: 3d eyes xl,
Largemouth Slider #2,Streamer,bass,hook: streamer #2; thread: 140d white; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: white estaz; wing: white craft fur; head: white spun deer hair,
Meat Whistle (Black) #1/0,Streamer,bass,hook: jig #1/0; thread: 140d black; eyes: lead dumbbell; tail: black rabbit strip; body: black chenille; collar: black hackle; flash: purple krystal flash,
Drunk and Disorderly #1/0,Streamer,bass,hook: articulated shank; hook: streamer #1/0; thread: 140d chartreuse; tail: chartreuse marabou; body: chartreuse chenille; collar: chartreuse schlappen; head: chartreuse spun deer hair,
Hollow Fleye (Bluegill) #1,Streamer,bass,hook: streamer #1; thread: 140d blue; tail: blue/orange bucktail; flash: pearl flashabou; body: blue/orange/yellow bucktail (hollow tied); eyes: 3D eyes medium,
Bass Toad #1/0,Topwater,bass,hook: streamer #1/0; thread: 140d chartreuse; body: chartreuse/white deer hair (spun and clipped); legs: chartreuse rubber legs; eyes: 3D eyes medium,
Dahlberg Diver (Bluegill) #2,Topwater,bass,hook: streamer #2; thread: 140d blue; tail: blue/orange marabou; flash: pearl flashabou; body: blue/orange/white deer hair (spun and clipped); eyes: 3D eyes medium,
Swimming Frog #2,Topwater,bass,hook: streamer #2; thread: 140d olive; tail: olive marabou; body: olive deer hair (spun and clipped); legs: olive rubber legs; eyes: 3D eyes medium,
Swamp Donkey #2/0,Streamer,bass,hook: articulated shank; hook: streamer #2/0; thread: 140d olive; tail: olive marabou; body: olive schlappen; legs: olive rubber legs; head: olive spun deer hair,
Deceiver (Bluegill) #1/0,Streamer,bass,hook: streamer #1/0; thread: 140d blue; tail: blue saddle hackles; flash: pearl flashabou; body: blue/orange/white bucktail; eyes: 3D eyes medium,
Zonker (Mouse) #1,Streamer,bass,hook: streamer #1; thread: 140d gray; tail: gray rabbit strip; body: gray rabbit strip; head: gray spun deer hair; ears: deer hair; eyes: monofilament (burnt),
Surf Starburst (Pink) #1,Streamer,redfish;pompano,hook: saltwater #1; thread: 140d pink; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: pink EP fibers; collar: white saddle hackle,
Surf Starburst (Chartreuse) #1,Streamer,redfish;pompano,hook: saltwater #1; thread: 140d chartreuse; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: chartreuse EP fibers; collar: white saddle hackle,
Apalachicola Mud Minnow #4,Streamer,redfish;speckled trout,hook: saltwater #4; thread: 140d rootbeer; eyes: bead chain medium; tail: rootbeer craft fur; flash: copper krystal flash; body: rootbeer chenille; collar: brown hackle,
Florida Panhandle Shrimp #4,Streamer,redfish;speckled trout,hook: saltwater #4; thread: 140d tan; eyes: bead chain medium; tail: tan rubber legs; body: tan EP fibers; shell: thin skin clear; legs: tan rubber legs,
Sand Flea #4,Streamer,pompano;redfish,hook: saltwater #4; thread: 140d white; eyes: bead chain small; body: white/orange dubbing; legs: white rubber legs,
Pompano Rocket #2,Streamer,pompano,hook: saltwater #2; thread: 140d pink; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: pink EP fibers; wing: white craft fur,
Flats Minnow #2,Streamer,redfish;speckled trout,hook: saltwater #2; thread: 140d white; eyes: lead dumbbell; tail: white bucktail; flash: pearl flashabou; body: pearl estaz; wing: white bucktail; gills: red flashabou,
Marsh Minnow #4,Streamer,redfish,hook: saltwater #4; thread: 140d olive; eyes: bead chain medium; tail: olive craft fur; flash: pearl krystal flash; body: olive EP fibers; wing: olive craft fur,
Half and Half #1,Streamer,redfish;speckled trout,hook: saltwater #1; thread: 140d white; eyes: lead dumbbell; tail: white bucktail; flash: pearl flashabou; body: pearl estaz; wing: white bucktail; gills: red flashabou,
Speckled Trout Clouser #2,Streamer,speckled trout,hook: saltwater #2; thread: 140d white; eyes: lead dumbbell; belly: white bucktail; back: chartreuse bucktail; flash: pearl flashabou,
T-Bone Game Changer #2/0,Streamer,bass;muskie,hook: articulated shanks (4); hook: streamer #2/0; thread: 140d white; tail: white EP fibers; flash: pearl flashabou; body: white/chartreuse EP fibers (stacked); lateral line: pearl flashabou; eyes: 3D eyes XL,
Feather Game Changer #1/0,Streamer,bass;pike,hook: articulated shanks (3); hook: streamer #1/0; thread: 140d white; tail: white saddle hackles; body: white hackle (palmered on each shank); flash: pearl flashabou; eyes: 3D eyes large,
Micro Game Changer #6,Streamer,trout,hook: articulated shanks (2); hook: streamer #6; thread: 140d olive; tail: olive marabou; body: olive EP fibers (stacked); lateral line: pearl flashabou; eyes: 3D eyes micro,
Triple Double #2/0,Streamer,bass;pike,hook: articulated shanks (2); hook: streamer #2/0; thread: 140d chartreuse; tail: chartreuse bucktail; flash: chartreuse flashabou; body: chartreuse EP fibers; collar: chartreuse schlappen; head: chartreuse spun deer hair,
Jerk Bait #1,Streamer,bass;pike,hook: articulated shanks (2); hook: streamer #1; thread: 140d white; tail: white bucktail; flash: pearl flashabou; body: pearl estaz; wing: white bucktail; eyes: 3D eyes medium,
Fly Frog #2,Topwater,bass,hook: streamer #2; thread: 140d chartreuse; body: chartreuse foam; legs: black rubber legs; eyes: 3D eyes medium,
Sex Dungeon (Black) #2,Streamer,trout;bass,hook: streamer #2 3xl; thread: 140d black; tail: black marabou; body: black schlappen + dubbing loop; head: black deer hair spun,
Articulated Leech (Purple) #4,Streamer,trout;bass,hook: articulated shank; hook: streamer #4; thread: 140d purple; tail: purple marabou; body: purple chenille; collar: purple schlappen,
River Monster #2/0,Streamer,bass;pike,hook: articulated shanks (3); hook: streamer #2/0; thread: 140d chartreuse; tail: chartreuse bucktail; flash: chartreuse flashabou; body: chartreuse EP fibers; collar: chartreuse schlappen; head: chartreuse spun deer hair,
Baby Gonga #2,Streamer,bass;trout,hook: articulated shank; hook: streamer #2; thread: 140d olive; tail: olive marabou; body: olive dubbing; collar: olive schlappen; head: olive spun deer hair,
